Term,Definition,See Also
https://brickschema.org/schema/Brick#Radiation_Water_System,"The equipment, devices and conduits that handle the production and distribution of water in a building for a radiant heating and cooling system",
https://brickschema.org/schema/Brick#Radiator,Heat exchangers designed to transfer thermal energy from one medium to another,
https://brickschema.org/schema/Brick#Rain_Duration_Sensor,Measures the duration of precipitation within some time frame,
https://brickschema.org/schema/Brick#Rain_Sensor,Measures the amount of precipitation fallen,
https://brickschema.org/schema/Brick#Rated_Speed_Setpoint,Sets rated speed,
https://brickschema.org/schema/Brick#RCP,See Radiant_Ceiling_Panel,
https://brickschema.org/schema/Brick#Reactive_Power,"Reactive Power}, for a linear two-terminal element or two-terminal circuit, under sinusoidal conditions, is the quantity equal to the product of the apparent power (S) and the sine of the displacement angle (\psi). The absolute value of the reactive power is equal to the non-active power. The ISO (and SI) unit for reactive power is the voltampere. The special name var and symbol \textit{var are given in IEC 60027 1.",
https://brickschema.org/schema/Brick#Reactive_Power_Sensor,"Measures the portion of power that, averaged over a complete cycle of the AC waveform, is due to stored energy which returns to the source in each cycle",
https://brickschema.org/schema/Brick#Real_Power,"(Active Power) is, under periodic conditions, the mean value, taken over one period (T), of the instantaneous power (p). In complex notation, (P = Re \; S), where (S) is (complex power)"".",
https://brickschema.org/schema/Brick#Reception,"A space, usually in a lobby, where visitors to a building or space can go to after arriving at a building and inform building staff that they have arrived",
https://brickschema.org/schema/Brick#Region,"A unit of geographic space, usually contigious or somehow related to a geopolitical feature",
https://brickschema.org/schema/Brick#regulates,The subject contributes to or performs the regulation of the substance given by the object,
https://brickschema.org/schema/Brick#Reheat_Valve,A valve that controls air temperature by modulating the amount of hot water flowing through a reheat coil,
https://brickschema.org/schema/Brick#Relative_Humidity,Relative Humidity} is the ratio of the partial pressure of water vapor in an air-water mixture to the saturated vapor pressure of water at a prescribed temperature. The relative humidity of air depends not only on temperature but also on the pressure of the system of interest. Relative Humidity is also referred to as \text{Relative Partial Pressure. Relative partial pressure is often referred to as (RH) and expressed in percent.,
https://brickschema.org/schema/Brick#Relative_Humidity_Sensor,Measures the present state of absolute humidity relative to a maximum humidity given the same temperature,
https://brickschema.org/schema/Brick#Remotely_On_Off_Status,,
https://brickschema.org/schema/Brick#Reset_Command,"Commands that reset a flag, property or value to its default",
https://brickschema.org/schema/Brick#Reset_Setpoint,Setpoints used in reset strategies,
https://brickschema.org/schema/Brick#Rest_Room,A room that provides toilets and washbowls. Alternate spelling of Restroom,
https://brickschema.org/schema/Brick#Restroom,A room that provides toilets and washbowls.,
https://brickschema.org/schema/Brick#Retail_Room,"A space set aside for retail in a larger establishment, e.g. a gift shop in a hospital",
https://brickschema.org/schema/Brick#Return_Air,"air removed from a space to be recirculated or exhausted. Air extracted from a space and totally or partially returned to an air conditioner, furnace, or other heating, cooling, or ventilating system.",
https://brickschema.org/schema/Brick#Return_Air_CO2_Sensor,Measures the concentration of CO2 in return air,
https://brickschema.org/schema/Brick#Return_Air_CO2_Setpoint,Sets some property of CO2 in Return Air,
https://brickschema.org/schema/Brick#Return_Air_Dewpoint_Sensor,Senses the dewpoint temperature of return air,
https://brickschema.org/schema/Brick#Return_Air_Differential_Pressure_Sensor,Measures the difference in pressure between the return and supply side,
https://brickschema.org/schema/Brick#Return_Air_Enthalpy_Sensor,Measures the total heat content of return air,
https://brickschema.org/schema/Brick#Return_Air_Filter,Filters return air,
https://brickschema.org/schema/Brick#Return_Air_Flow_Sensor,Measures the rate of flow of return air,
https://brickschema.org/schema/Brick#Return_Air_Grains_Sensor,Measures the mass of water vapor in return air,
https://brickschema.org/schema/Brick#Return_Air_Humidity_Sensor,Measures the relative humidity of return air,
https://brickschema.org/schema/Brick#Return_Air_Humidity_Setpoint,Humidity setpoint for return air,
https://brickschema.org/schema/Brick#Return_Air_Temperature_Alarm,An alarm that indicates the off-normal conditions associated with the temperature of return air.,
https://brickschema.org/schema/Brick#Return_Air_Temperature_High_Reset_Setpoint,,
https://brickschema.org/schema/Brick#Return_Air_Temperature_Low_Reset_Setpoint,,
https://brickschema.org/schema/Brick#Return_Air_Temperature_Sensor,Measures the temperature of return air,
https://brickschema.org/schema/Brick#Return_Air_Temperature_Setpoint,"The target temperature for return air, often used as an approximation of zone air temperature",
https://brickschema.org/schema/Brick#Return_Air_Wet_Bulb_Temperature_Sensor,Measures the return air wetbulb temperature.,
https://brickschema.org/schema/Brick#Return_Condenser_Water,"In a condenser water loop, this is water being brought away from the condenser side of a heat-rejection device (e.g. chiller). It is the 'warm' side.",
https://brickschema.org/schema/Brick#Return_Condenser_Water_Flow_Sensor,Measures the flow of the return condenser water,
https://brickschema.org/schema/Brick#Return_Condenser_Water_Temperature_Sensor,Measures the temperature of the return condenser water,
https://brickschema.org/schema/Brick#Return_Damper,A damper that modulates the flow of return air,
https://brickschema.org/schema/Brick#Return_Fan,Fan moving return air -- air that is circulated from the building back into the HVAC system,
https://brickschema.org/schema/Brick#Return_Heating_Valve,A valve installed on the return side of a heat exchanger,
https://brickschema.org/schema/Brick#Return_Hot_Water,,
https://brickschema.org/schema/Brick#Return_Hot_Water_Temperature_Setpoint,,
https://brickschema.org/schema/Brick#Return_Water,,
https://brickschema.org/schema/Brick#Return_Water_Temperature_Sensor,Measures the temperature of return water,
https://brickschema.org/schema/Brick#Return_Water_Temperature_Setpoint,Sets the return water temperature of a piece of equipment or device.,
https://brickschema.org/schema/Brick#Reversible_Air_To_Water_Heat_Pump,"A reversible heat pump, e.g. can operate in heating or cooling mode, that depending on the mode extracts thermal energy from a volume of air and transfers it to a water volume or circuit and vice versa.",
https://brickschema.org/schema/Brick#Reversible_Ground_To_Air_Heat_Pump,"A reversible heat pump, e.g. can operate in heating or cooling mode, that depending on the mode extracts thermal energy from the ground or groundwater and transfers it to a volume of air or vice versa.",
https://brickschema.org/schema/Brick#Reversing_Valve,A type of valve usually found in heat pumps to change the direction of refrigerant flow in order to change the device from heating to cooling and vice versa.,https://en.wikipedia.org/wiki/Reversing_valve
https://brickschema.org/schema/Brick#Reversing_Valve_Command,Controls the direction of refrigerant flow in order to switch it to heating or cooling mode.,
https://brickschema.org/schema/Brick#Riser,A low platform in a space or on a stage,
https://brickschema.org/schema/Brick#Rooftop_Unit,"Packaged air conditioner mounted on a roof, the conditioned air being discharged directly into the rooms below or through a duct system.",
https://brickschema.org/schema/Brick#Room,Base class for all more specific room types.,
https://brickschema.org/schema/Brick#Room_Air_Temperature_Setpoint,Sets temperature of room air,
https://brickschema.org/schema/Brick#RTU,see Rooftop_Unit,
https://brickschema.org/schema/Brick#Run_Enable_Command,,
https://brickschema.org/schema/Brick#Run_Request_Status,Indicates if a request has been filed to start a device or equipment,
https://brickschema.org/schema/Brick#Run_Status,,
https://brickschema.org/schema/Brick#Run_Time_Sensor,"Measures the duration for which a device was in an active or ""on"" state",
https://brickschema.org/schema/Brick#RVAV,See Variable_Air_Volume_Box_With_Reheat,
https://brickschema.org/schema/Brick#Sash_Position_Sensor,Measures the current position of a sash in terms of the percent of fully open,
https://brickschema.org/schema/Brick#Schedule_Temperature_Setpoint,The current setpoint as indicated by the schedule,
https://brickschema.org/schema/Brick#Security_Service_Room,A class of spaces used by the security staff of a facility,
https://brickschema.org/schema/Brick#Sensor,A Sensor is an input point that represents the value of a device or instrument designed to detect and measure a variable (ASHRAE Dictionary).,
https://brickschema.org/schema/Brick#Server_Room,,
https://brickschema.org/schema/Brick#Service_Room,"A class of spaces related to the operations of building subsystems, e.g. HVAC, electrical, IT, plumbing, etc",
https://brickschema.org/schema/Brick#Setpoint,A Setpoint is an input value at which the desired property is set,https://xp20.ashrae.org/terminology/index.php?term=setpoint
https://brickschema.org/schema/Brick#Shading_System,Devices that can control daylighting through various means,
https://brickschema.org/schema/Brick#Shared_Office,An office used by multiple people,
https://brickschema.org/schema/Brick#Short_Cycle_Alarm,An alarm that indicates a short cycle occurred. A short cycle occurs when a cooling cycle is prevented from completing its full cycle,
https://brickschema.org/schema/Brick#Shower,"A space containing showers, usually adjacent to an athletic or execise area",
https://brickschema.org/schema/Brick#Site,A geographic region containing 0 or more buildings. Typically used as the encapsulating location for a collection of Brick entities through the hasSite/isSiteOf relationships,
https://brickschema.org/schema/Brick#Smoke_Alarm,An alarm that indicates the off-normal conditions associated with smoke.,
https://brickschema.org/schema/Brick#Solar_Azimuth_Angle_Sensor,Measures the azimuth angle of the sun,
https://brickschema.org/schema/Brick#Solar_Irradiance,The power per unit area of solar electromagnetic radiation incident on a surface,
https://brickschema.org/schema/Brick#Solar_Panel,A colloquial term for a photovoltaic module. A Solar panel is an assembly of photovoltaic cells mounted in a framework for installation that use sunlight as a source of energy to generate direct current electricity.,https://en.wikipedia.org/wiki/Solar_panel
https://brickschema.org/schema/Brick#Solar_Radiance,The amount of light that passes through or is emitted from the sun and falls within a given solid angle in a specified direction,
https://brickschema.org/schema/Brick#Solar_Radiance_Sensor,The amount of light that passes through or is emitted from the sun and falls within a given solid angle in a specified direction,
https://brickschema.org/schema/Brick#Solar_Zenith_Angle_Sensor,Measures the zenith angle of the sun,
https://brickschema.org/schema/Brick#Solid,"one of the three states or phases of matter characterized by stability of dimensions, relative incompressibility, and molecular motion held to limited oscillation.",
https://brickschema.org/schema/Brick#Space,"A part of the physical world or a virtual world whose 3D spatial extent is bounded actually or theoretically, and provides for certain functions within the zone it is contained in.",
https://brickschema.org/schema/Brick#Space_Heater,"A heater used to warm the air in an enclosed area, such as a room or office",
https://brickschema.org/schema/Brick#Speed,,
https://brickschema.org/schema/Brick#Speed_Reset_Command,,
https://brickschema.org/schema/Brick#Speed_Sensor,Measures the magnitude of velocity of some form of movement,
https://brickschema.org/schema/Brick#Speed_Setpoint,Sets speed,
https://brickschema.org/schema/Brick#Speed_Status,"Indicates the operating speed of a device or equipment, e.g. fan",
https://brickschema.org/schema/Brick#Sports_Service_Room,A class of spaces used in the support of sports,
https://brickschema.org/schema/Brick#Stage_Enable_Command,A point representing a discrete stage which the equipment should be operating at. The desired stage number should be identified by an entity property,
https://brickschema.org/schema/Brick#Stages_Status,Indicates which stage a control loop or equipment is in,
https://brickschema.org/schema/Brick#Staircase,A vertical space containing stairs,
https://brickschema.org/schema/Brick#Standby_CRAC,A CRAC that is activated as part of a lead/lag operation or when an alarm occurs in a primary unit,
https://brickschema.org/schema/Brick#Standby_Fan,Fan that is activated as part of a lead/lag operation or when a primary fan raises an alarm,
https://brickschema.org/schema/Brick#Standby_Glycool_Unit_On_Off_Status,Indicates the on/off status of a standby glycool unit,
https://brickschema.org/schema/Brick#Standby_Load_Shed_Command,,
https://brickschema.org/schema/Brick#Standby_Unit_On_Off_Status,Indicates the on/off status of a standby unit,
https://brickschema.org/schema/Brick#Start_Stop_Command,A Start/Stop Command controls or reports the active/inactive status of a control sequence,
https://brickschema.org/schema/Brick#Start_Stop_Status,Indicates the active/inactive status of a control loop (but not equipment activities or relays -- use On/Off for this purpose),
https://brickschema.org/schema/Brick#Static_Pressure,,
https://brickschema.org/schema/Brick#Static_Pressure_Deadband_Setpoint,Sets the size of a deadband of static pressure,
https://brickschema.org/schema/Brick#Static_Pressure_Integral_Time_Parameter,,
https://brickschema.org/schema/Brick#Static_Pressure_Proportional_Band_Parameter,,
https://brickschema.org/schema/Brick#Static_Pressure_Sensor,Measures resistance to airflow in a heating and cooling system's components and duct work,
https://brickschema.org/schema/Brick#Static_Pressure_Setpoint,Sets static pressure,
https://brickschema.org/schema/Brick#Static_Pressure_Step_Parameter,,
https://brickschema.org/schema/Brick#Status,"A Status is input point that reports the current operating mode, state, position, or condition of an item. Statuses are observations and should be considered 'read-only'",
https://brickschema.org/schema/Brick#Steam,water in the vapor phase.,
https://brickschema.org/schema/Brick#Steam_Baseboard_Radiator,Steam heating device located at or near the floor,
https://brickschema.org/schema/Brick#Steam_Distribution,Utilize a steam distribution source to represent how steam is distributed across multiple destinations,
https://brickschema.org/schema/Brick#Steam_Radiator,Radiator that uses steam,
https://brickschema.org/schema/Brick#Steam_System,"The equipment, devices and conduits that handle the production and distribution of steam in a building",
https://brickschema.org/schema/Brick#Steam_Usage_Sensor,"Measures the amount of steam that is consumed or used, over some period of time",
https://brickschema.org/schema/Brick#Step_Parameter,,
https://brickschema.org/schema/Brick#Storage_Room,A class of spaces used for storage,
https://brickschema.org/schema/Brick#storedAt,A reference to where the data for this TimeseriesReference is stored,
https://brickschema.org/schema/Brick#Studio,"A room used for the production or media, usually with either a specialized set or a specialized sound booth for recording",
https://brickschema.org/schema/Brick#Substance,,
https://brickschema.org/schema/Brick#Supply_Air,"(1) air delivered by mechanical or natural ventilation to a space, composed of any combination of outdoor air, recirculated air, or transfer air. (2) air entering a space from an air-conditioning, heating, or ventilating apparatus for the purpose of comfort conditioning. Supply air is generally filtered, fan forced, and either heated, cooled, humidified, or dehumidified as necessary to maintain specified conditions. Only the quantity of outdoor air within the supply airflow may be used as replacement air.",
https://brickschema.org/schema/Brick#Supply_Air_Differential_Pressure_Sensor,Measures the difference in pressure between upstream and downstream of one or more fans in the supply air loop.,
https://brickschema.org/schema/Brick#Supply_Air_Duct_Pressure_Status,Indicates if air pressure in supply duct is within expected bounds,
https://brickschema.org/schema/Brick#Supply_Air_Flow_Demand_Setpoint,Sets the rate of supply air flow required for a process,
https://brickschema.org/schema/Brick#Supply_Air_Flow_Sensor,Measures the rate of flow of supply air,
https://brickschema.org/schema/Brick#Supply_Air_Flow_Setpoint,Sets supply air flow rate,
https://brickschema.org/schema/Brick#Supply_Air_Humidity_Sensor,Measures the relative humidity of supply air,
https://brickschema.org/schema/Brick#Supply_Air_Humidity_Setpoint,Humidity setpoint for supply air,
https://brickschema.org/schema/Brick#Supply_Air_Integral_Gain_Parameter,,
https://brickschema.org/schema/Brick#Supply_Air_Proportional_Gain_Parameter,,
https://brickschema.org/schema/Brick#Supply_Air_Static_Pressure_Deadband_Setpoint,Sets the size of a deadband of static pressure of supply air,
https://brickschema.org/schema/Brick#Supply_Air_Static_Pressure_Integral_Time_Parameter,,
https://brickschema.org/schema/Brick#Supply_Air_Static_Pressure_Proportional_Band_Parameter,,
https://brickschema.org/schema/Brick#Supply_Air_Static_Pressure_Sensor,The static pressure of air within supply regions of an HVAC system,
https://brickschema.org/schema/Brick#Supply_Air_Static_Pressure_Setpoint,Sets static pressure of supply air,
https://brickschema.org/schema/Brick#Supply_Air_Temperature_Alarm,An alarm that indicates the off-normal conditions associated with the temperature of supply air.,
https://brickschema.org/schema/Brick#Supply_Air_Temperature_Deadband_Setpoint,Sets the size of a deadband of temperature of supply air,
https://brickschema.org/schema/Brick#Supply_Air_Temperature_Proportional_Band_Parameter,,
https://brickschema.org/schema/Brick#Supply_Air_Temperature_Reset_Differential_Setpoint,,
https://brickschema.org/schema/Brick#Supply_Air_Temperature_Reset_High_Setpoint,,
https://brickschema.org/schema/Brick#Supply_Air_Temperature_Reset_Low_Setpoint,,
https://brickschema.org/schema/Brick#Supply_Air_Temperature_Sensor,Measures the temperature of supply air,
https://brickschema.org/schema/Brick#Supply_Air_Temperature_Setpoint,Temperature setpoint for supply air,
https://brickschema.org/schema/Brick#Supply_Air_Temperature_Step_Parameter,,
https://brickschema.org/schema/Brick#Supply_Air_Velocity_Pressure_Sensor,,
https://brickschema.org/schema/Brick#Supply_Chilled_Water,,
https://brickschema.org/schema/Brick#Supply_Chilled_Water_Temperature_Setpoint,Temperature setpoint for supply chilled water,
https://brickschema.org/schema/Brick#Supply_Condenser_Water,"In a condenser water loop, this is water being brought to the condenser side of a heat-rejection device (e.g. chiller). It is the 'cold' side.",
https://brickschema.org/schema/Brick#Supply_Condenser_Water_Flow_Sensor,Measures the flow of the supply condenser water,
https://brickschema.org/schema/Brick#Supply_Condenser_Water_Temperature_Sensor,Measures the temperature of the supply condenser water,
https://brickschema.org/schema/Brick#Supply_Condenser_Water_Temperature_Setpoint,The temperature setpoint for the supply condenser water,
https://brickschema.org/schema/Brick#Supply_Fan,Fan moving supply air -- air that is supplied from the HVAC system into the building,
https://brickschema.org/schema/Brick#Supply_Hot_Water,,
https://brickschema.org/schema/Brick#Supply_Hot_Water_Temperature_Setpoint,Temperature setpoint for supply hot water,
https://brickschema.org/schema/Brick#Supply_Water,,
https://brickschema.org/schema/Brick#Supply_Water_Differential_Pressure_Deadband_Setpoint,Sets the size of a deadband of differential pressure of supply water,
https://brickschema.org/schema/Brick#Supply_Water_Differential_Pressure_Integral_Time_Parameter,,
https://brickschema.org/schema/Brick#Supply_Water_Differential_Pressure_Proportional_Band_Parameter,,
https://brickschema.org/schema/Brick#Supply_Water_Flow_Sensor,Measures the rate of flow of hot supply water,
https://brickschema.org/schema/Brick#Supply_Water_Flow_Setpoint,Sets the supply side water flow rate.,
https://brickschema.org/schema/Brick#Supply_Water_Temperature_Alarm,An alarm that indicates the off-normal conditions associated with temperature of the supply water.,
https://brickschema.org/schema/Brick#Supply_Water_Temperature_Deadband_Setpoint,Sets the size of a deadband of temperature of supply water,
https://brickschema.org/schema/Brick#Supply_Water_Temperature_Integral_Time_Parameter,,
https://brickschema.org/schema/Brick#Supply_Water_Temperature_Proportional_Band_Parameter,,
https://brickschema.org/schema/Brick#Supply_Water_Temperature_Setpoint,Sets temperature of supply water,
https://brickschema.org/schema/Brick#Switch,A switch used to operate all or part of a lighting installation,
https://brickschema.org/schema/Brick#Switch_Over_Valve,A valve used to switch between the flow of heating and cooling water or fluid of a heat exchanger device.,
https://brickschema.org/schema/Brick#Switch_Over_Valve_Command,Controls or reports the openness of a switch over valve.,
https://brickschema.org/schema/Brick#Switch_Room,A telecommuncations room housing network switches,
https://brickschema.org/schema/Brick#Switchgear,"A main disconnect or service disconnect feeds power to a switchgear, which then distributes power to the rest of the building through smaller amperage-rated disconnects.",
https://brickschema.org/schema/Brick#System_Enable_Command,Enables operation of a system,
https://brickschema.org/schema/Brick#System_Shutdown_Status,Indicates if a system has been shutdown,
https://brickschema.org/schema/Brick#System_Status,Indicates properties of the activity of a system,
https://brickschema.org/schema/Brick#TABS,See Thermally_Activated_Building_System,
https://brickschema.org/schema/Brick#Team_Room,An office used by multiple team members for specific work tasks. Distinct from Conference Room,
https://brickschema.org/schema/Brick#Telecom_Room,A class of spaces used to support telecommuncations and IT equipment,
https://brickschema.org/schema/Brick#Temperature,,
https://brickschema.org/schema/Brick#Temperature_Alarm,An alarm that indicates the off-normal conditions associated with temperature.,
https://brickschema.org/schema/Brick#Temperature_Deadband_Setpoint,Sets the size of a deadband of temperature,
https://brickschema.org/schema/Brick#Temperature_Differential_Reset_Setpoint,,
https://brickschema.org/schema/Brick#Temperature_High_Reset_Setpoint,,
https://brickschema.org/schema/Brick#Temperature_Low_Reset_Setpoint,,
https://brickschema.org/schema/Brick#Temperature_Parameter,Parameters relevant to temperature-related systems and points,
https://brickschema.org/schema/Brick#Temperature_Sensor,Measures temperature: the physical property of matter that quantitatively expresses the common notions of hot and cold,
https://brickschema.org/schema/Brick#Temperature_Setpoint,Sets temperature,
https://brickschema.org/schema/Brick#Temperature_Step_Parameter,,
https://brickschema.org/schema/Brick#Temperature_Tolerance_Parameter,A parameter determining the difference between upper and lower limits of temperature.,
https://brickschema.org/schema/Brick#Temporary_Occupancy_Status,"For systems that differentiate between scheduled occupied/unoccupied mode, this indicates if a space is temporarily occupied when it would otherwise be unoccupied",
https://brickschema.org/schema/Brick#Terminal_Unit,A device that regulates the volumetric flow rate and/or the temperature of the controlled medium.,
https://brickschema.org/schema/Brick#TETRA_Room,"A room used for local two-way radio networks, e.g. the portable radios carried by facilities staff",
https://brickschema.org/schema/Brick#Thermal_Energy,"Thermal Energy} is the portion of the thermodynamic or internal energy of a system that is responsible for the temperature of the system. From a macroscopic thermodynamic description, the thermal energy of a system is given by its constant volume specific heat capacity C(T), a temperature coefficient also called thermal capacity, at any given absolute temperature (T): (U_{thermal = C(T) \cdot T).",
https://brickschema.org/schema/Brick#Thermal_Energy_Storage_Water_System,A system that stores thermal energy by heating or cooling a storage medium so that the stored energy can be used at a later time for heating and cooling applications.,
https://brickschema.org/schema/Brick#Thermal_Energy_Storage_Water_System,A system that handles the production and distribution of water used to store thermal energy by heating or cooling a storage medium so that the stored energy can be used at a later time for heating and cooling applications.,
https://brickschema.org/schema/Brick#Thermal_Energy_Storage_Tank,A water or other fluid tank used to store thermal energy so that it can be used at a later time.,
https://brickschema.org/schema/Brick#Thermal_Energy_Storage_Unit,A device or medium that stores thermal energy so that it can be used at a later time.,
https://brickschema.org/schema/Brick#Thermal_Power,`,
https://brickschema.org/schema/Brick#Thermal_Power_Meter,A standalone thermal power meter,
https://brickschema.org/schema/Brick#Thermal_Power_Sensor,,
https://brickschema.org/schema/Brick#Thermally_Activated_Building_System,Radiant panel heating and cooling system where the energy heat source or sink is embedded in the building structure such as in slabs and walls.,https://www.rehva.eu/eshop/detail/no07-low-temperature-heating-and-high-temperature-cooling
https://brickschema.org/schema/Brick#Thermostat,An automatic control device used to maintain temperature at a fixed or adjustable setpoint.,
https://brickschema.org/schema/Brick#Ticketing_Booth,A room or space used to sell or distribute tickets to events at a venue,
https://brickschema.org/schema/Brick#Time,,
https://brickschema.org/schema/Brick#Time_Parameter,,
https://brickschema.org/schema/Brick#Time_Setpoint,,
https://brickschema.org/schema/Brick#timeseries,Relates a Brick point to the TimeseriesReference that indicates where and how the data for this point is stored,
https://brickschema.org/schema/Brick#Tolerance_Parameter,difference between upper and lower limits of size for a given nominal dimension or value.,
https://brickschema.org/schema/Brick#Torque,"In physics, a torque (τ) is a vector that measures the tendency of a force to rotate an object about some axis. The magnitude of a torque is defined as force times its lever arm. Just as a force is a push or a pull, a torque can be thought of as a twist. The SI unit for torque is newton meters ((N m)). In U.S. customary units, it is measured in foot pounds (ft lbf) (also known as ""pounds feet""). Mathematically, the torque on a particle (which has the position r in some reference frame) can be defined as the cross product: (τ = r x F) where, r is the particle's position vector relative to the fulcrum  F is the force acting on the particles,  or, more generally, torque can be defined as the rate of change of angular momentum: (τ = dL/dt) where, L is the angular momentum vector  t stands for time.",
https://brickschema.org/schema/Brick#Torque_Sensor,"Measures torque, the tendency of a force to rotate an object about some axis",
https://brickschema.org/schema/Brick#Touchpanel,A switch used to operate all or part of a lighting installation that uses a touch-based mechanism (typically resistive or capacitive) rather than a mechanical actuator,
https://brickschema.org/schema/Brick#Trace_Heat_Sensor,Measures the surface temperature of pipelines carrying temperature-sensitive products; typically used to avoid frosting/freezing,
https://brickschema.org/schema/Brick#Transformer,"A Transformer is usually fed by a high-voltage source and then steps down the voltage to a lower-voltage feed for low-voltage application (such as lights). Transformers also can step up voltage, but this generally does not apply to in building distribution.",
https://brickschema.org/schema/Brick#Transformer_Room,An electrical room where electricity enters and is transformed to different voltages and currents by the equipment contained in the room,
https://brickschema.org/schema/Brick#Tunnel,An enclosed space that connects buildings. Often underground,
https://brickschema.org/schema/Brick#TVOC_Level_Sensor,A sensor measuring the level of all VOCs in air,
https://brickschema.org/schema/Brick#UFAD,See Underfloor_Air_Distribution,
https://brickschema.org/schema/Brick#Underfloor_Air_Distribution,An air distribution system that delivers conditioned and/or ventilation air at or near floor level using the open space (underfloor plenum) between the structual slab and the underside of a raised access floor system.,
https://brickschema.org/schema/Brick#Underfloor_Air_Temperature_Sensor,Measures the temperature of underfloor air,
https://brickschema.org/schema/Brick#Unit_Failure_Alarm,An alarm that indicates the failure of an equipment or device,
https://brickschema.org/schema/Brick#Unoccupied_Air_Temperature_Cooling_Setpoint,Sets temperature of air when unoccupied for cooling,
https://brickschema.org/schema/Brick#Unoccupied_Air_Temperature_Heating_Setpoint,Sets temperature of air when unoccupied for heating,
https://brickschema.org/schema/Brick#Unoccupied_Air_Temperature_Setpoint,Sets temperature of air when unoccupied,
https://brickschema.org/schema/Brick#Unoccupied_Cooling_Discharge_Air_Flow_Setpoint,Sets discharge air flow for cooling when unoccupied,
https://brickschema.org/schema/Brick#Unoccupied_Cooling_Temperature_Setpoint,"Sets temperature of process, equipment, or location when building is unoccupied for cooling mode.",
https://brickschema.org/schema/Brick#Unoccupied_Heating_Temperature_Setpoint,"Sets temperature of process, equipment, or location when building is unoccupied for heating mode.",
https://brickschema.org/schema/Brick#Unoccupied_Load_Shed_Command,,
https://brickschema.org/schema/Brick#Usage_Sensor,"Measures the amount of some substance that is consumed or used, over some period of time",
https://brickschema.org/schema/Brick#Valve,"A device that regulates, directs or controls the flow of a fluid by opening, closing or partially obstructing various passageways",https://en.wikipedia.org/wiki/Valve
https://brickschema.org/schema/Brick#Valve_Command,Controls or reports the openness of a valve (typically as a proportion of its full range of motion),
https://brickschema.org/schema/Brick#Valve_Open_Close_Status,Indicates the open/close status of a valve.,
https://brickschema.org/schema/Brick#Valve_Position_Sensor,Measures the current position of a valve in terms of the percent of fully open,
https://brickschema.org/schema/Brick#Variable_Air_Volume_Box,A device that regulates the volume and temperature of air delivered to a zone by opening or closing a damper,https://en.wikipedia.org/wiki/Variable_air_volume
https://brickschema.org/schema/Brick#Variable_Air_Volume_Box_With_Reheat,A VAV box with a reheat coil mounted on the discharge end of the unit that can heat the air delivered to a zone,
https://brickschema.org/schema/Brick#Variable_Frequency_Drive,"Electronic device that varies its output frequency to vary the rotating speed of a motor, given a fixed input frequency. Used with fans or pumps to vary the flow in the system as a function of a maintained pressure.",https://xp20.ashrae.org/terminology/index.php?term=vfd&submit=Search
https://brickschema.org/schema/Brick#VAV,See Variable_Air_Volume_Box,
https://brickschema.org/schema/Brick#Velocity_Pressure,"Dynamic Pressure (indicated with q, or Q, and sometimes called velocity pressure) is the quantity defined by: (q = 1/2 * ρ v^{2}), where (using SI units),  (q) is dynamic pressure in (pascals), (ρ) is fluid density in (kg/m^{3}) (for example, density of air) and (v ) is fluid velocity in (m/s).",
https://brickschema.org/schema/Brick#Velocity_Pressure_Sensor,Measures the difference between total pressure and static pressure,
https://brickschema.org/schema/Brick#Velocity_Pressure_Setpoint,Sets static veloicty pressure,
https://brickschema.org/schema/Brick#Vent_Operating_Mode_Status,Indicates the current operating mode of a vent,
https://brickschema.org/schema/Brick#Vertical_Ground_Source_Heat_Pump,A ground source heat pump where the source side tubing is in vertical boreholes.,
https://brickschema.org/schema/Brick#Vertical_Space,A class of spaces used to connect multiple floors or levels..,
https://brickschema.org/schema/Brick#VFD,"Electronic device that varies its output frequency to vary the rotating speed of a motor, given a fixed input frequency. Used with fans or pumps to vary the flow in the system as a function of a maintained pressure.",https://xp20.ashrae.org/terminology/index.php?term=vfd&submit=Search
https://brickschema.org/schema/Brick#VFD_Enable_Command,Enables operation of a variable frequency drive,
https://brickschema.org/schema/Brick#Visitor_Lobby,A lobby for visitors to the building. Sometimes used to distinguish from an employee entrance looby,
https://brickschema.org/schema/Brick#Voltage,"Voltage, also referred to as Electric Tension, is the difference between electrical potentials of two points. For an electric field within a medium, (U_{ab} = - \int_{r_a}^{r_b} E . {dr}), where (E) is electric field strength. For an irrotational electric field, the voltage is independent of the path between the two points (a) and (b).",
https://brickschema.org/schema/Brick#Voltage_Angle,Angle of voltage phasor,
https://brickschema.org/schema/Brick#Voltage_Imbalance,The percent deviation from average voltage,
https://brickschema.org/schema/Brick#Voltage_Sensor,Measures the voltage of an electrical device or object,
https://brickschema.org/schema/Brick#Wardrobe,"Storage for clothing, costumes, or uniforms",
https://brickschema.org/schema/Brick#Warm_Cool_Adjust_Sensor,"User provided adjustment of zone temperature, typically in the range of +/- 5 degrees",
https://brickschema.org/schema/Brick#Warmest_Zone_Air_Temperature_Sensor,The zone temperature that is warmest; drives the supply temperature of cold air. A computed value rather than a physical sensor. Also referred to as a 'Highest Zone Air Temperature Sensor',
https://brickschema.org/schema/Brick#Waste_Storage,A room used for storing waste such as trash or recycling,
